STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,ES,Spain,2017,,61.1,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,ES,Spain,2018,,62.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,ES,Spain,2019,,63.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,ES,Spain,2020,,60.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,ES,Spain,2021,,62.6,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,ES,Spain,2022,,64.3,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,ES,Spain,2023,,65.3,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,ES,Spain,2024,,66.1,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,EU27_2020,European Union - 27 countries (from 2020),2002,,61.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,EU27_2020,European Union - 27 countries (from 2020),2003,,61.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,EU27_2020,European Union - 27 countries (from 2020),2004,,61.5,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,EU27_2020,European Union - 27 countries (from 2020),2005,,62.1,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,EU27_2020,European Union - 27 countries (from 2020),2006,,63.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,EU27_2020,European Union - 27 countries (from 2020),2007,,64.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,EU27_2020,European Union - 27 countries (from 2020),2008,,64.8,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,EU27_2020,European Union - 27 countries (from 2020),2009,,63.6,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,EU27_2020,European Union - 27 countries (from 2020),2010,,63.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,EU27_2020,European Union - 27 countries (from 2020),2011,,63.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,EU27_2020,European Union - 27 countries (from 2020),2012,,63.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,EU27_2020,European Union - 27 countries (from 2020),2013,,63.1,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,EU27_2020,European Union - 27 countries (from 2020),2014,,63.8,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,EU27_2020,European Union - 27 countries (from 2020),2015,,64.6,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,EU27_2020,European Union - 27 countries (from 2020),2016,,65.6,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,EU27_2020,European Union - 27 countries (from 2020),2017,,66.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,EU27_2020,European Union - 27 countries (from 2020),2018,,67.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,EU27_2020,European Union - 27 countries (from 2020),2019,,68.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,EU27_2020,European Union - 27 countries (from 2020),2020,,67.5,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,EU27_2020,European Union - 27 countries (from 2020),2021,,68.3,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,EU27_2020,European Union - 27 countries (from 2020),2022,,69.8,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,EU27_2020,European Union - 27 countries (from 2020),2023,,70.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,EU27_2020,European Union - 27 countries (from 2020),2024,,70.8,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,1995,,59.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,1996,,60.5,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,1997,,61.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,1998,,63.4,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,1999,,67.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2000,,68.1,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2001,,69.1,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2002,,69.1,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2003,,68.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2004,,68.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2005,,68.4,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2006,,69.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2007,,70.3,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2008,,71.1,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2009,,68.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2010,,68.1,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2011,,69.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2012,,69.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2013,,68.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2014,,68.7,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2015,,68.5,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2016,,69.1,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2017,,70.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2018,,72.1,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2019,,72.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2020,,72.1,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2021,,72.7,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2022,,74.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2023,,74.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FI,Finland,2024,,72.6,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,1983,,63.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,1984,,61.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,1985,,60.6,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,1986,,61.1,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,1987,,60.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,1988,,60.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,1989,,60.8,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,1990,,60.8,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,1991,,60.6,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,1992,,60.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,1993,,59.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,1994,,59.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,1995,,59.6,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,1996,,59.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,1997,,59.5,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,1998,,60.0,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,1999,,60.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2000,,61.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2001,,62.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2002,,62.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2003,,64.0,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2004,,63.4,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2005,,63.8,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2006,,63.7,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2007,,64.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2008,,64.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2009,,64.1,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2010,,64.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2011,,63.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2012,,64.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2013,,64.0,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2014,,63.7,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2015,,63.8,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2016,,64.2,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2017,,64.7,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2018,,65.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2019,,65.6,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2020,,65.3,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2021,,67.2,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2022,,68.1,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2023,,68.4,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,FR,France,2024,,69.0,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,HR,Croatia,2002,,52.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,HR,Croatia,2003,,53.4,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,HR,Croatia,2004,,54.9,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,HR,Croatia,2005,,55.0,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,HR,Croatia,2006,,55.6,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,HR,Croatia,2007,,59.0,,,,,
dataflow,ESTAT:LFSA_ERGAED(1.0),"Employment rates by sex, age and educational attainment level (%)",A,Annual,PC,Percentage,T,Total,Y15-64,From 15 to 64 years,TOTAL,All ISCED 2011 levels,HR,Croatia,2008,,60.0,,,,,
